City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Atuona,-9.8,-139.0333,78.22,77,87,17.81,PF,1611604116
Isangel,-19.55,169.2667,80.24,82,100,18.3,VU,1611604116
Lompoc,34.6391,-120.4579,48.2,71,75,11.5,US,1611603991
Scarborough,54.2797,-0.4044,37.0,80,9,1.01,GB,1611604117
Sistranda,63.7256,8.834,28.4,86,75,13.8,NO,1611604117
Aljezur,37.3191,-8.8033,59.0,100,48,1.99,PT,1611604117
New Norfolk,-42.7826,147.0587,62.01,70,99,1.01,AU,1611604117
Comodoro Rivadavia,-45.8667,-67.5,73.4,15,20,28.77,AR,1611603905
Murdochville,48.9583,-65.5006,30.2,93,100,16.11,CA,1611604117
Albany,42.6001,-73.9662,30.99,43,40,3.71,US,1611603969
Tchamba,9.0333,1.4167,78.85,18,54,3.0,TG,1611604118
Dikson,73.5069,80.5464,-25.31,84,100,13.47,RU,1611604118
Barrow,71.2906,-156.7887,-5.8,77,1,11.5,US,1611603990
Kruisfontein,-34.0033,24.7314,69.01,79,0,1.99,ZA,1611604118
Bluff,-46.6,168.3333,64.99,71,100,5.99,NZ,1611604118
Butaritari,3.0707,172.7902,79.14,79,94,10.0,KI,1611604119
Arraial do Cabo,-22.9661,-42.0278,86.0,65,0,23.02,BR,1611604119
Nichinan,31.6,131.3667,59.27,79,50,8.46,JP,1611604119
Lata,40.1629,-8.3327,59.0,95,100,1.99,PT,1611604119
Nabire,-3.3667,135.4833,75.49,86,80,3.69,ID,1611604119
Cape Town,-33.9258,18.4232,70.0,82,0,13.8,ZA,1611603965
Athabasca,54.7169,-113.2854,-7.6,71,100,10.36,CA,1611604120
Lüderitz,-26.6481,15.1594,68.25,70,71,22.86,NA,1611604120
Flinders,-34.5833,150.8552,72.0,88,0,15.01,AU,1611604120
Faya,18.3851,42.4509,57.2,82,0,1.92,SA,1611604121
Leningradskiy,69.3833,178.4167,-15.77,84,100,16.49,RU,1611604121
Valparaíso,-33.0393,-71.6273,66.2,77,20,8.05,CL,1611604121
Shumskiy,54.8318,99.1328,-17.55,86,100,1.77,RU,1611604121
Bāneh,35.9975,45.8853,28.2,72,67,2.91,IR,1611604122
Cabo San Lucas,22.8909,-109.9124,71.01,45,20,3.44,MX,1611604122
Eureka,40.8021,-124.1637,46.0,76,75,5.75,US,1611604122
Longyearbyen,78.2186,15.6401,17.6,67,40,24.16,SJ,1611603926
Chui,-33.6971,-53.4616,85.19,50,16,11.41,UY,1611604122
Husavik,66.0449,-17.3389,23.0,86,75,3.44,IS,1611604123
Vaini,-21.2,-175.2,78.8,89,20,4.61,TO,1611604123
Bequimão,-2.4489,-44.7825,82.4,78,40,5.75,BR,1611604123
Khandyga,62.6667,135.6,-54.09,64,0,0.78,RU,1611604123
Klaksvík,62.2266,-6.589,30.2,74,20,8.05,FO,1611604123
Coquimbo,-29.9533,-71.3436,71.6,64,40,11.5,CL,1611604097
Halifax,44.6453,-63.5724,33.01,74,75,20.71,CA,1611603998
Araguaçu,-12.9306,-49.8264,88.41,55,65,1.48,BR,1611604124
Makkah al Mukarramah,21.4267,39.8261,73.71,67,0,6.51,SA,1611603994
Bathsheba,13.2167,-59.5167,82.4,65,20,19.57,BB,1611604124
Rio Grande,-32.035,-52.0986,87.8,55,20,13.8,BR,1611603886
Carutapera,-1.195,-46.02,80.62,81,90,6.73,BR,1611604125
Faanui,-16.4833,-151.75,80.29,77,42,16.24,PF,1611604125
Meulaboh,4.1363,96.1285,76.41,86,98,5.26,ID,1611604125
Upernavik,72.7868,-56.1549,4.03,82,0,3.27,GL,1611604125
Thompson,55.7435,-97.8558,-9.4,77,75,2.3,CA,1611603911
Bengkulu,-3.8004,102.2655,75.47,88,100,5.3,ID,1611604126
Mahébourg,-20.4081,57.7,77.0,83,75,4.61,MU,1611604126
Jamestown,42.097,-79.2353,36.0,64,1,4.61,US,1611604126
Black River,18.0264,-77.8487,86.0,69,20,26.46,JM,1611604126
Mezen',65.8522,44.24,32.36,98,100,3.53,RU,1611604127
Pital,2.2665,-75.8044,76.23,67,85,5.86,CO,1611604127
Namatanai,-3.6667,152.4333,78.57,78,30,0.74,PG,1611604127
Tazovsky,67.4667,78.7,-30.17,82,100,15.55,RU,1611604127
Mering,48.2656,10.9846,30.99,93,90,6.91,DE,1611604127
Richards Bay,-28.783,32.0377,68.63,92,100,7.16,ZA,1611604127
Kargopol',61.5071,38.9456,34.03,98,100,7.67,RU,1611604128
Tasiilaq,65.6145,-37.6368,10.4,56,75,13.8,GL,1611604128
Constitución,-35.3333,-72.4167,69.26,40,0,16.11,CL,1611604128
Taitung City,22.7583,121.1444,62.92,69,2,5.39,TW,1611604128
Tessalit,20.1986,1.0114,68.95,17,57,9.64,ML,1611604128
Zigong,29.3416,104.7769,46.63,75,43,1.9,CN,1611604129
Kavaratti,10.5669,72.642,81.16,70,0,7.02,IN,1611603854
Chicama,-7.8447,-79.1469,73.4,78,20,10.36,PE,1611604129
Bairiki Village,1.3292,172.9752,71.6,94,40,7.16,KI,1611604129
Ferrol,43.4832,-8.2369,55.0,87,100,1.99,ES,1611604130
Saint-Pierre,-21.3393,55.4781,78.8,73,0,3.44,RE,1611604130
Ankang,32.68,109.0172,38.48,76,20,0.92,CN,1611604130
Kaitangata,-46.2817,169.8464,61.0,71,100,5.01,NZ,1611604130
Tateyama,34.9833,139.8667,39.2,81,20,8.05,JP,1611604130
Santiago,-33.4569,-70.6483,90.0,28,20,10.36,CL,1611603974
Weyburn,49.6668,-103.8511,-2.2,78,100,12.66,CA,1611604131
Kapaa,22.0752,-159.319,75.99,88,20,17.27,US,1611604131
Port Alfred,-33.5906,26.891,66.0,89,13,3.0,ZA,1611604131
Pevek,69.7008,170.3133,-23.91,87,100,6.6,RU,1611604131
Krasnyy Chikoy,50.3643,108.7512,-3.73,87,100,8.14,RU,1611604131
Lorengau,-2.0226,147.2712,81.36,71,100,3.83,PG,1611604131
Cayenne,4.9333,-52.3333,82.4,74,75,11.5,GF,1611604132
Pangnirtung,66.1451,-65.7125,12.2,67,1,2.3,CA,1611604132
Atambua,-9.1061,124.8925,72.82,94,100,1.12,ID,1611604132
Gopālpur,19.2667,84.9167,72.16,86,2,6.33,IN,1611604133
Qaanaaq,77.484,-69.3632,6.49,66,0,8.19,GL,1611604133
Avarua,-21.2078,-159.775,84.2,74,75,16.11,CK,1611604133
Saint-Philippe,-21.3585,55.7679,78.8,73,0,3.44,RE,1611604133
Umm Kaddadah,13.6017,26.6876,71.02,20,56,16.55,SD,1611604133
Rechka Vydrino,51.485,104.8461,5.18,92,100,8.79,RU,1611604133
Saint Paul Harbor,57.79,-152.4072,37.4,75,90,16.11,US,1611604134
Carnarvon,-24.8667,113.6333,71.6,73,1,18.41,AU,1611604134
Tuktoyaktuk,69.4541,-133.0374,-2.2,84,90,10.36,CA,1611604134
Pedasí,7.5333,-80.0333,82.49,72,92,17.0,PA,1611604134
Severo-Kuril'sk,50.6789,156.125,21.29,92,97,21.47,RU,1611604134
Provideniya,64.3833,-173.3,3.2,72,0,20.13,RU,1611604134
Mahibadhoo,3.7833,72.9667,81.21,79,100,15.99,MV,1611604135
Bethel,41.3712,-73.414,33.8,40,1,9.22,US,1611604135
Abū Zabad,12.35,29.25,73.26,20,12,13.4,SD,1611604135
Nagybajom,46.3923,17.5115,37.4,70,0,5.75,HU,1611604135
Qaryat Sulūq,31.6682,20.2521,58.51,85,100,2.04,LY,1611604135
Coyhaique,-45.5752,-72.0662,55.4,47,75,16.11,CL,1611603879
Catalina,32.5056,-110.9211,50.0,67,100,7.0,US,1611604136
Gornopravdinsk,60.05,69.9,-11.65,90,100,9.78,RU,1611604136
Cherskiy,68.75,161.3,-37.28,83,78,2.19,RU,1611604136
Lebu,-37.6167,-73.65,61.43,64,0,17.43,CL,1611604136
Lucapa,-8.4192,20.7447,65.44,98,56,1.43,AO,1611604136
Hermanus,-34.4187,19.2345,69.01,72,0,7.58,ZA,1611604137
São Filipe,14.8961,-24.4956,73.78,68,26,5.3,CV,1611604137
Cidreira,-30.1811,-50.2056,79.83,73,9,13.13,BR,1611604137
Nālūt,30.3333,10.85,58.44,37,82,6.91,LY,1611604137
Naze,28.3667,129.4833,61.03,88,72,2.13,JP,1611604138
Ambilobe,-13.2,49.05,74.97,90,98,1.32,MG,1611604138
Oktyabr'skiy,54.4815,53.471,27.25,97,100,7.83,RU,1611604138
Hilo,19.7297,-155.09,71.6,94,90,4.61,US,1611603887
Kargasok,59.0556,80.8572,-47.02,77,46,6.22,RU,1611604138
Moindou,-21.6924,165.677,73.4,78,0,4.61,NC,1611604138
Quatre Cocos,-20.2078,57.7625,77.0,83,75,4.61,MU,1611604139
Saint Anthony,45.0205,-93.218,21.0,38,1,10.36,US,1611604139
Jacksonville Beach,30.2947,-81.3931,79.0,69,75,8.05,US,1611604133
Lipari,38.4674,14.954,60.01,50,45,5.01,IT,1611604139
Tiksi,71.6872,128.8694,-44.9,78,85,7.16,RU,1611604139
Fairbanks,64.8378,-147.7164,0.0,84,1,3.94,US,1611603947
Gamba,-2.65,10.0,78.35,86,99,4.56,GA,1611604140
Rome,43.2128,-75.4557,30.0,63,1,1.45,US,1611603964
Puerto Nariño,-3.7703,-70.3831,87.8,66,40,5.75,CO,1611604140
Esperance,-33.8667,121.9,57.2,88,42,4.61,AU,1611604140
Ilulissat,69.2167,-51.1,8.6,47,1,8.05,GL,1611604140
Ust-Kuyga,70.0167,135.6,-44.64,75,90,4.27,RU,1611604141
Ulladulla,-35.35,150.4667,66.2,100,82,6.35,AU,1611604141
Eaglesham,55.7412,-4.2746,36.0,93,40,3.44,GB,1611604141
Malé,4.1748,73.5089,80.62,79,100,15.57,MV,1611604141
Vung Tau,10.346,107.0843,75.43,81,43,15.64,VN,1611604141
Broken Hill,-31.95,141.4333,73.4,94,90,6.91,AU,1611604142
Sitka,57.0531,-135.33,33.8,86,20,2.42,US,1611603860
Aswān,24.0934,32.907,59.29,32,0,9.66,EG,1611604142
Vila Velha,-20.3297,-40.2925,87.01,58,20,16.11,BR,1611603944
Karratha,-20.7377,116.8463,82.42,38,100,16.82,AU,1611604142
Nikolskoye,59.7035,30.7861,37.99,87,90,6.71,RU,1611604143
Inírida,3.8653,-67.9239,86.2,63,99,2.21,CO,1611604143
Fortuna,40.5982,-124.1573,46.0,87,90,8.05,US,1611604143
Zemio,5.0314,25.1361,75.11,37,54,0.4,CF,1611604143
Okhotsk,59.3833,143.3,-24.86,75,0,16.75,RU,1611604143
Kumul,42.8,93.45,15.64,73,45,1.36,CN,1611604143
Port Elizabeth,-33.918,25.5701,68.0,83,0,18.41,ZA,1611604124
Tura,25.5198,90.2201,56.91,56,0,3.31,IN,1611604144
Bone,51.9669,12.1396,35.01,90,88,1.01,DE,1611604144
Buala,-8.145,159.5921,79.03,77,86,6.31,SB,1611604144
Berlevåg,70.8578,29.0864,28.4,80,75,28.77,NO,1611604144
Udgīr,18.3833,77.1167,68.05,32,9,1.01,IN,1611604145
Mapiri,-15.25,-68.1667,80.51,74,98,2.08,BO,1611604145
Kiryat Gat,31.61,34.7642,54.0,73,0,4.68,IL,1611604145
Mumford,5.2618,-0.759,79.34,82,0,10.42,GH,1611604145
Saint-Raymond,45.467,-73.6095,21.2,63,2,4.61,CA,1611604145
Kyabé,9.4515,18.9449,81.75,16,35,4.76,TD,1611604146
Goderich,43.7501,-81.7165,30.2,80,100,6.91,CA,1611603909
Hong Kong,22.2855,114.1577,66.0,85,1,10.11,HK,1611603866
Guanambi,-14.2233,-42.7814,87.93,42,34,11.65,BR,1611604146
Kokkola,63.8385,23.1307,28.99,93,90,6.91,FI,1611604146
Puerto Escondido,15.85,-97.0667,87.8,66,20,9.22,MX,1611604146
Sola,-13.8833,167.55,82.94,80,100,19.1,VU,1611604147
Verkhnyaya Inta,65.9811,60.3094,9.09,96,100,6.89,RU,1611604147
Honolulu,21.3069,-157.8583,78.8,65,75,12.66,US,1611604079
Khatanga,71.9667,102.5,-18.6,87,100,10.29,RU,1611604147
Kahului,20.8947,-156.47,75.2,69,40,16.11,US,1611603997
Santa Rosa,14.3122,121.1114,77.0,88,40,1.14,PH,1611604008
Fort Nelson,58.8053,-122.7002,-0.4,71,90,5.75,CA,1611603964
Half Moon Bay,37.4636,-122.4286,52.0,62,75,26.46,US,1611604148
Kalabagh,32.965,71.557,48.78,41,0,0.96,PK,1611604148
Miraflores,19.2167,-98.8083,75.2,19,1,7.25,MX,1611604148
Linfen,36.0889,111.5189,34.93,70,0,1.66,CN,1611604149
Pisco,-13.7,-76.2167,80.6,54,0,18.41,PE,1611603920
Merauke,-8.4667,140.3333,79.23,84,59,10.47,ID,1611604149
East London,-33.0153,27.9116,71.37,77,87,20.2,ZA,1611604149
Vanimo,-2.6741,141.3028,77.16,84,94,4.29,PG,1611604149
Yulara,-25.2406,130.9889,84.2,51,40,5.75,AU,1611604150
Saldanha,-33.0117,17.9442,66.2,72,0,9.22,ZA,1611604150
Chara,56.9064,118.2631,-16.89,84,100,1.34,RU,1611604150
Zholymbet,51.7433,71.7122,5.27,95,89,7.78,KZ,1611604150
Bambous Virieux,-20.3428,57.7575,77.0,83,75,4.61,MU,1611604150
Rawson,-43.3002,-65.1023,80.4,21,0,20.24,AR,1611604150
Amuntai,-2.4177,115.2494,72.9,96,100,0.83,ID,1611604151
Lavrentiya,65.5833,-171.0,-6.56,85,28,6.33,RU,1611604151
Longyan,25.1072,117.0225,61.0,75,60,1.01,CN,1611604151
Biltine,14.5333,20.9167,75.43,19,72,11.59,TD,1611604151
Saskylakh,71.9167,114.0833,-35.46,80,0,4.72,RU,1611604151
Atasū,48.6814,71.6433,0.77,92,89,7.27,KZ,1611604152
Baghdad,33.3406,44.4009,46.4,49,0,1.14,IQ,1611603947
Nangong,37.3581,115.3744,32.88,87,2,4.59,CN,1611604152
Makhachkala,42.9764,47.5024,30.2,93,0,8.95,RU,1611604025
Boa Vista,2.8197,-60.6733,89.6,43,75,14.97,BR,1611604153
Kamenka,51.3223,42.7678,33.01,95,100,15.5,RU,1611604153
Vardø,70.3705,31.1107,30.2,93,75,25.32,NO,1611604153
Luau,-10.7073,22.2247,63.0,98,68,1.79,AO,1611604153
Clyde River,70.4692,-68.5914,8.6,92,75,27.63,CA,1611604153
Lagunas,-5.2269,-75.6753,86.76,59,78,4.47,PE,1611604153
Port Augusta,-32.5,137.7667,68.0,94,90,12.66,AU,1611604154
Maniitsoq,65.4167,-52.9,12.79,78,0,5.44,GL,1611604154
College,64.8569,-147.8028,0.0,77,40,3.87,US,1611603935
Yangi Marg`ilon,40.4272,71.7189,30.2,64,57,4.61,UZ,1611604154
Dire Dawa,9.5931,41.8661,62.94,43,0,1.5,ET,1611604154
Valencia,39.3333,-0.8333,61.0,67,40,5.75,ES,1611604155
Shingū,33.7333,135.9833,49.51,73,21,6.17,JP,1611604155
Anūpgarh,29.1911,73.2086,49.44,39,0,3.42,IN,1611604155
Kushima,31.4583,131.2333,58.48,82,25,8.7,JP,1611604155
Elliot,-31.3333,27.85,58.62,87,100,3.0,ZA,1611604155
Kismayo,-0.3582,42.5454,77.07,81,99,15.46,SO,1611604156
Nurota,40.5614,65.6886,26.6,93,0,4.61,UZ,1611604156
Kavieng,-2.5744,150.7967,82.27,71,95,3.04,PG,1611604156
The Valley,18.217,-63.0578,82.4,69,40,11.5,AI,1611603970
Salalah,17.0151,54.0924,71.6,60,0,3.44,OM,1611604156
Nanortalik,60.1432,-45.2371,22.73,88,0,11.48,GL,1611604156
Safi,32.2994,-9.2372,59.72,80,0,11.32,MA,1611604157
Astoria,46.1879,-123.8313,39.99,100,90,4.61,US,1611604157
São Benedito do Rio Preto,-3.3336,-43.5283,81.82,82,100,2.59,BR,1611604157
Benghazi,32.1167,20.0667,62.78,72,100,3.13,LY,1611604157
Baní,18.2833,-70.3333,86.0,66,20,9.22,DO,1611604157
Haicheng,40.8516,122.7475,32.5,97,100,5.48,CN,1611604158
Devonport,-41.1667,146.35,62.01,96,96,1.01,AU,1611604158
Palivere,58.9664,23.8911,35.01,91,100,8.01,EE,1611604158
Touros,-5.1989,-35.4608,84.2,65,40,14.97,BR,1611604158
Kathmandu,27.7167,85.3167,42.8,93,20,2.3,NP,1611604096
Adrar,20.5022,-10.0711,72.01,17,100,8.43,MR,1611604158
Iqaluit,63.7506,-68.5145,-2.2,78,1,10.07,CA,1611604159
Ostrovnoy,68.0531,39.5131,17.42,96,100,13.02,RU,1611604159
Bulgan,48.8125,103.5347,-7.69,84,5,1.9,MN,1611604159
Sal Rei,16.1833,-22.9167,75.2,64,0,13.8,CV,1611604159
Bonfim,3.0833,-59.95,90.73,42,41,10.29,BR,1611604159
Vysotsk,60.6288,28.5705,36.0,97,100,1.01,RU,1611604160
Ahipara,-35.1667,173.1667,68.23,80,63,7.67,NZ,1611604160
Jalu,29.0331,21.5482,55.65,38,26,4.63,LY,1611604160
Mount Isa,-20.7333,139.5,80.6,69,90,8.05,AU,1611604160
Dargaville,-35.9333,173.8833,68.45,79,92,7.11,NZ,1611604160
Alghero,40.5589,8.3181,51.8,87,40,2.3,IT,1611604161
Kieta,-6.2167,155.6333,78.28,77,47,4.43,PG,1611604161
Sargatskoye,55.6101,73.4972,-15.92,88,100,5.57,RU,1611604161
Poum,-20.2333,164.0167,79.68,79,99,17.96,NC,1611604161
San Jose,37.3394,-121.895,52.0,49,20,18.41,US,1611603947
Caravelas,-17.7125,-39.2481,80.91,71,100,7.96,BR,1611604162
Mogadishu,2.0371,45.3438,77.07,76,13,23.2,SO,1611604100
Dakar,14.6937,-17.4441,73.4,46,0,14.2,SN,1611604162
Teya,60.3778,92.6267,-44.82,74,48,1.28,RU,1611604162
San Cristobal,7.7669,-72.225,77.0,73,40,9.22,VE,1611604162
Larap,14.299,122.6504,73.58,91,100,3.87,PH,1611604162
Sandwick,60.0,-1.25,35.6,87,40,10.36,GB,1611604163
Manzhouli,49.6,117.4333,-8.91,87,32,18.3,CN,1611604163
Mount Gambier,-37.8333,140.7667,59.0,94,75,12.66,AU,1611604163
Port Lincoln,-34.7333,135.8667,62.55,72,98,13.33,AU,1611604164
Mildura,-34.2,142.15,69.8,100,75,8.05,AU,1611604164
Matara,5.9485,80.5353,72.25,87,100,8.28,LK,1611604164
Jieshi,22.8134,115.8257,64.0,79,0,11.95,CN,1611604164
Belmonte,-15.8631,-38.8828,84.2,70,75,8.05,BR,1611604164
Mossamedes,-15.1961,12.1522,76.66,73,4,6.8,AO,1611604165
Airai,-8.9266,125.4092,60.53,100,100,3.0,TL,1611604165
Skibbereen,51.55,-9.2667,39.2,87,75,3.44,IE,1611604113
Carballo,43.213,-8.691,53.01,97,100,2.93,ES,1611604165
Perbaungan,3.5679,98.956,77.0,100,40,4.7,ID,1611604166
Dhārchula,29.85,80.5333,45.05,39,0,6.24,IN,1611604166
Tarakan,3.3,117.6333,78.04,82,100,4.29,ID,1611604166
Bay Roberts,47.5999,-53.2648,28.99,82,100,1.99,CA,1611604166
Port-Gentil,-0.7193,8.7815,80.6,83,40,4.61,GA,1611604167
Troitskoye,52.9821,84.6757,-11.92,90,100,4.12,RU,1611604167
Liverpool,53.4106,-2.9779,37.4,81,97,10.36,GB,1611604135
Leshukonskoye,64.8989,45.7622,34.83,98,100,6.58,RU,1611604167
Celestún,20.8667,-90.4,81.55,66,100,3.11,MX,1611604168
Jacareacanga,-6.2222,-57.7528,91.4,55,20,6.91,BR,1611603910
Laguna,38.421,-121.4238,51.01,57,75,10.36,US,1611604168
Yinchuan,38.4681,106.2731,24.85,78,36,2.82,CN,1611604168
Nantucket,41.2835,-70.0995,33.8,44,1,11.5,US,1611604168
Codrington,-38.2667,141.9667,60.75,87,100,12.03,AU,1611604168
Kirakira,-10.4544,161.9205,81.09,80,90,7.87,SB,1611604169
Warri,5.5167,5.75,81.37,70,100,6.98,NG,1611604169
Tabou,4.423,-7.3528,78.39,83,0,6.76,CI,1611604169
Makakilo City,21.3469,-158.0858,78.8,73,75,4.61,US,1611604169
Santa Helena de Goiás,-17.8136,-50.5969,85.69,60,80,5.23,BR,1611604169
Haines Junction,60.7522,-137.5108,1.4,85,100,1.14,CA,1611604170
Rūdbār,30.15,62.6,45.25,41,0,5.03,AF,1611604170
Songwa,-3.5167,33.5167,68.13,86,100,3.24,TZ,1611604170
Treuchtlingen,48.95,10.9167,30.99,100,75,3.44,DE,1611604170
Deputatsky,69.3,139.9,-41.12,82,78,0.74,RU,1611604170
Dongsheng,39.8161,109.9776,17.78,70,100,10.96,CN,1611604171
Muzhi,65.3667,64.6667,-19.64,87,100,4.23,RU,1611604171
Kirovskiy,45.0917,133.5136,17.46,96,100,8.1,RU,1611604171
Oranjemund,-28.55,16.4333,64.33,89,11,7.11,NA,1611604171
Kota Kinabalu,5.9749,116.0724,75.2,94,20,4.61,MY,1611604131
Bereda,43.2686,-7.5406,54.0,100,100,1.01,ES,1611604171
Saint George,37.1041,-113.5841,39.99,81,90,6.91,US,1611604172
Malbork,54.0359,19.0266,32.0,91,100,1.99,PL,1611604172
Nova Serrana,-19.8761,-44.9836,80.08,69,21,3.83,BR,1611603898
Urengoy,65.9667,78.3667,-31.23,81,100,15.57,RU,1611604172
Chiang Khong,20.2613,100.4046,60.8,100,0,1.14,TH,1611604172
San Luis,-33.295,-66.3356,95.67,17,39,12.5,AR,1611604173
São Paulo do Potengi,-5.895,-35.7628,86.0,65,40,14.97,BR,1611604173
Palmer,42.1584,-72.3287,34.0,27,20,5.75,US,1611604044
Komatsu,36.4026,136.4509,32.0,100,20,2.3,JP,1611604173
Henties Bay,-22.116,14.2845,71.01,86,70,9.8,NA,1611604173
Dombarovskiy,50.7587,59.5386,29.79,98,100,5.97,RU,1611604173
La Ronge,55.1001,-105.2842,-20.2,69,56,2.3,CA,1611604174
Bolaños de Calatrava,38.9069,-3.6635,55.0,100,75,14.97,ES,1611604174
Puerto Baquerizo Moreno,-0.9,-89.6,82.4,83,40,11.5,EC,1611604174
Taylorville,39.5489,-89.2945,33.01,93,90,11.5,US,1611604174
Muisne,0.6,-80.0333,80.6,100,75,3.44,EC,1611604175
Pangai,-19.8,-174.35,78.8,89,75,6.91,TO,1611604175
Lindenberg,49.3803,8.0986,36.0,96,43,6.31,DE,1611604175
Ojinaga,29.5667,-104.4167,57.2,30,1,3.09,MX,1611604175
Ukiah,39.1502,-123.2078,46.99,53,75,9.22,US,1611603898
Ambon City,-3.6954,128.1814,78.01,15,100,14.97,ID,1611604176
Tual,-5.6667,132.75,84.36,74,100,16.87,ID,1611604176
Alexandria,31.2156,29.9553,53.6,82,0,3.44,EG,1611604176
Palmeira,-25.4294,-50.0064,70.74,93,100,3.09,BR,1611604176
George Town,5.4112,100.3354,79.0,94,20,1.14,MY,1611604119
Korla,41.7597,86.1469,19.24,84,2,2.19,CN,1611604177
Fukuechō,32.6881,128.8419,56.89,83,100,21.88,JP,1611604177
Marystown,47.1666,-55.1483,32.34,94,95,5.99,CA,1611604177
Vestmanna,62.1564,-7.1664,30.2,74,20,8.05,FO,1611604178
Bose,45.4612,8.0137,33.8,40,0,6.91,IT,1611604178
Balabac,7.9868,117.0645,79.3,82,93,5.97,PH,1611604178
Govlyar,40.948,45.735,30.2,74,20,4.61,AZ,1611604178
Ushtobe,45.2514,77.9838,3.29,91,98,2.66,KZ,1611604178
Geraldton,-28.7667,114.6,70.18,68,92,13.24,AU,1611604179
Iquique,-20.2208,-70.1431,73.4,64,0,19.57,CL,1611604179
Voh,-20.9667,164.7,77.09,81,59,7.02,NC,1611604179
Margate,51.3813,1.3862,37.0,70,16,5.99,GB,1611604180
Ancud,-41.8697,-73.8203,62.6,42,0,14.97,CL,1611604180
San Quintín,30.4833,-115.95,55.98,55,52,27.76,MX,1611604180
Huarmey,-10.0681,-78.1522,77.32,61,95,11.34,PE,1611604180
Port-Cartier,50.0334,-66.8654,37.0,60,100,10.36,CA,1611604180
Asău,46.4333,26.4,41.0,52,0,8.05,RO,1611604181
Coahuayana Viejo,18.7333,-103.6833,77.0,61,40,7.4,MX,1611604181
Kenai,60.5544,-151.2583,24.8,93,1,9.22,US,1611604181
Calca,-13.3333,-71.95,68.0,37,40,6.91,PE,1611604181
Memaliaj,40.3517,19.9803,46.99,84,100,1.99,AL,1611604182
Aitape,-3.1374,142.3475,77.76,82,100,4.41,PG,1611604182
Basoko,1.2391,23.616,73.76,89,96,2.91,CD,1611604182
Tabuk,17.4189,121.4443,72.48,92,100,4.54,PH,1611604182
Quelimane,-17.8786,36.8883,77.0,94,40,4.61,MZ,1611604182
Sørland,67.667,12.6934,35.6,87,40,9.22,NO,1611604182
Aykhal,66.0,111.5,-38.09,78,42,1.79,RU,1611604183
Hilton Head,32.2163,-80.7526,66.2,82,1,9.22,US,1611604183
Te Anau,-45.4167,167.7167,62.2,79,77,9.04,NZ,1611604183
Dunedin,-45.8742,170.5036,63.0,76,100,4.0,NZ,1611604183
Neuquén,-38.9516,-68.0591,91.4,14,0,6.91,AR,1611604033
Hofn,64.2539,-15.2082,23.0,54,0,12.66,IS,1611604183
Avera,33.194,-82.5271,75.2,57,40,12.66,US,1611604184
‘Ewa Beach,21.3156,-158.0072,78.8,73,75,4.61,US,1611604090
Rizhao,35.4275,119.4553,41.18,91,100,8.41,CN,1611604184
